order_id,order_date,region,category,segment,sales_amount,discount_rate,quantity,profit,customer_rating
ORD-100930,2024-05-25,South,Seasonal,Consumer,355.9,0.188,6,41.73,4.9
ORD-100931,2024-06-16,  north,Office Supplies,Home Office,233.58,0.197,9,-10.61,4.3
ORD-100932,2024-07-03,West,Seasonal,Consumer,233.69,0.259,3,29.67,2.3
ORD-100933,2024-03-12,West,electronics,Corporate,260.6,0.211,8,73.17,4.2
ORD-100934,2024-06-16,West,Office Supplies,Home Office,263.85,0.348,6,35.78,3.5
ORD-100935,2024-02-14,West,Home & Kitchen,Home Office,239.92,0.28,4,6.46,4.0
ORD-100936,2024-02-07,Central,Office Supplies,Corporate,259.12,0.259,9,13.33,4.1
ORD-100937,2024-01-05,West,Furniture,Corporate,237.1,0.218,4,-27.91,3.3
ORD-100938,2024-10-22,South,Furniture,Corporate,261.0,0.324,3,8.24,1.4
ORD-100939,2024-12-02,East,Furniture,Corporate,286.77,0.305,5,,1.9
ORD-100940,2024-04-16,West,electronics,Corporate,3108.33,0.332,4,20.1,1.8
ORD-100941,2024-04-17,West,Seasonal,Home Office,142.63,0.254,6,82.57,4.0
ORD-100942,2024-08-21,,electronics,Corporate,228.75,0.089,7,62.83,4.8
ORD-100943,2024-12-25,  north,electronics,Corporate,311.17,0.228,1,61.68,4.8
ORD-100944,2024-03-20,West,Electronics,Consumer,232.13,0.198,10,87.79,4.2
ORD-100945,2024-03-18,  north,Furniture,Corporate,328.56,0.06,2,12.15,4.1
ORD-100946,2024-01-14,West,Electronics,Home Office,303.1,0.218,3,48.8,4.7
ORD-100947,2024-02-17,North,Electronics,Corporate,324.53,0.005,8,53.41,4.9
ORD-100948,2024-05-11,  north,Home & Kitchen,Corporate,311.39,0.109,10,15.76,3.7
ORD-100949,2024-03-14,North,Seasonal,Consumer,326.63,0.18,7,64.9,2.1
ORD-100950,2024-10-29,Central,Office Supplies,Consumer,204.51,0.249,6,29.96,2.7
ORD-100951,2024-04-11,North,Furniture,Home Office,194.26,0.135,1,11.51,4.3
ORD-100952,2024-07-26,South,electronics,Home Office,1640.29,0.304,5,75.07,3.2
ORD-100953,2024-09-06,West,Seasonal,Consumer,297.8,0.312,11,61.38,4.4
ORD-100954,2024-08-22,North,Home & Kitchen,Home Office,255.2,0.19,5,,1.5
ORD-100955,2024-09-18,  north,Furniture,Consumer,199.45,0.34,4,71.93,3.9
ORD-100956,2024-04-27,Central,Furniture,Corporate,184.11,0.28,3,77.3,1.4
ORD-100957,2024-11-08,South,Office Supplies,Consumer,307.37,0.053,7,81.71,2.2
ORD-100958,2024-05-08,  north,Office Supplies,Consumer,423.84,,10,-1.77,3.4
ORD-100959,2024-05-04,South,Seasonal,Corporate,372.56,0.34,7,65.51,3.4
ORD-100960,2024-10-26,South,Furniture,Corporate,250.67,0.141,3,72.87,3.7
ORD-100961,2024-12-04,North,Home & Kitchen,Home Office,250.78,0.22,10,40.6,2.8
ORD-100962,2024-05-10,West,electronics,Home Office,450.96,0.346,3,80.69,4.5
ORD-100963,2024-11-02,South,Seasonal,Corporate,198.81,0.349,7,-4.79,2.7
ORD-100964,2024-08-02,East,Office Supplies,Consumer,146.42,0.088,1,-0.8,1.4
ORD-100965,2024-12-28,Central,Home & Kitchen,Corporate,270.56,0.036,10,24.0,3.1
ORD-100966,2024-03-01,South,Office Supplies,Home Office,320.06,0.334,11,31.66,3.8
ORD-100967,2024-09-24,,electronics,Home Office,133.15,0.154,7,11.53,3.7
ORD-100968,2024-05-09,  north,Office Supplies,Corporate,3074.27,0.281,4,51.23,2.1
ORD-100969,2024-10-07,  north,electronics,Corporate,264.9,0.056,3,19.02,4.4
ORD-100970,2024-02-21,North,Seasonal,Corporate,294.78,0.08,6,23.81,3.5
ORD-100971,2024-07-04,South,Office Supplies,Consumer,163.94,0.118,2,6.25,1.8
ORD-100972,2024-02-08,North,Seasonal,Home Office,214.73,0.062,11,78.09,2.6
ORD-100973,2024-05-30,North,Office Supplies,Consumer,239.35,0.036,8,92.43,4.3
ORD-100974,2024-04-25,South,Furniture,Consumer,,0.243,5,62.41,2.0
ORD-100975,2024-09-22,  north,Home & Kitchen,Corporate,359.18,0.199,5,50.37,3.8
ORD-100976,2024-07-01,  north,Furniture,Corporate,393.37,0.328,4,38.86,4.2
ORD-100977,2024-11-05,East,Seasonal,Home Office,218.28,0.187,11,38.56,4.9
ORD-100978,2024-02-03,South,Electronics,Home Office,274.6,0.153,8,25.73,3.2
ORD-100979,2024-10-18,  north,Electronics,Home Office,319.16,0.023,10,54.81,3.0
ORD-100980,2024-06-18,Central,electronics,Consumer,195.71,0.188,9,-23.8,4.9
ORD-100981,2024-02-06,Central,electronics,Home Office,113.73,0.206,3,13.96,3.9
ORD-100982,2024-03-02,North,electronics,Home Office,250.82,0.227,11,85.7,2.5
ORD-100983,2024-05-09,South,Office Supplies,Corporate,146.72,0.124,4,70.41,1.9
ORD-100984,2024-10-12,,Office Supplies,Consumer,362.81,0.007,3,41.17,1.0
ORD-100985,2024-02-05,South,Seasonal,Home Office,262.67,0.199,8,44.55,1.7
ORD-100986,2024-12-27,South,Home & Kitchen,Consumer,264.53,0.201,8,72.07,1.1
ORD-100987,2024-06-27,Central,Home & Kitchen,Consumer,346.43,0.109,2,53.99,3.0
ORD-100988,2024-08-17,  north,Home & Kitchen,Consumer,30.73,0.192,6,-17.55,2.0
ORD-100989,2024-09-02,  north,Seasonal,Home Office,378.22,0.021,2,,4.4
ORD-100990,2024-11-25,East,Furniture,Corporate,348.14,0.183,4,68.67,2.2
ORD-100991,2024-07-18,East,Seasonal,Home Office,192.91,0.113,1,23.23,3.1
ORD-100992,2024-01-25,North,Office Supplies,Corporate,437.18,0.19,4,63.79,2.4
ORD-100993,2024-12-14,South,Electronics,Corporate,105.12,0.297,3,31.86,4.6
ORD-100994,2024-04-15,North,Office Supplies,Consumer,242.71,0.005,4,33.65,3.6
ORD-100995,2024-03-20,South,Home & Kitchen,Home Office,311.77,0.321,5,31.35,4.5
ORD-100996,2024-05-19,North,electronics,Corporate,157.97,0.308,7,63.18,2.1
ORD-100997,2024-08-17,  north,Furniture,Consumer,369.81,0.138,11,12.82,1.5
ORD-100998,2024-12-21,Central,Office Supplies,Corporate,326.68,0.259,10,89.64,2.0
ORD-100999,2024-09-22,West,electronics,Consumer,255.53,0.296,2,15.0,1.9
ORD-101000,2024-03-14,North,Seasonal,Home Office,275.48,0.215,4,28.39,4.1
ORD-101001,2024-11-25,,electronics,Consumer,1172.98,0.061,5,36.14,3.0
ORD-101002,2024-11-04,Central,Furniture,Consumer,267.42,0.154,9,,4.9
ORD-101003,2024-07-08,,Electronics,Home Office,363.92,0.059,4,60.9,1.0
ORD-101004,2024-10-06,  north,electronics,Home Office,277.75,0.267,11,45.22,2.5
ORD-101005,2024-11-21,South,electronics,Home Office,218.86,0.088,6,17.73,1.9
ORD-101006,2024-08-09,South,Electronics,Corporate,220.24,0.056,7,92.32,3.8
ORD-101007,2024-08-01,West,electronics,Corporate,194.53,0.33,8,39.45,2.5
ORD-101008,2024-12-03,East,electronics,Home Office,212.9,0.067,7,71.88,2.5
ORD-101009,2024-11-15,South,Furniture,Corporate,222.03,0.317,9,73.07,4.6
ORD-101010,2024-03-29,  north,Seasonal,Home Office,148.82,0.072,3,,3.6
ORD-101011,2024-09-06,Central,Home & Kitchen,Home Office,121.98,0.258,11,20.51,4.5
ORD-101012,2024-06-09,East,Furniture,Home Office,,0.018,3,-2.18,4.8
ORD-101013,2024-03-30,North,Home & Kitchen,Consumer,239.54,0.156,3,55.37,1.7
ORD-101014,2024-05-07,  north,Furniture,Corporate,379.22,0.245,2,89.62,4.0
ORD-101015,2024-08-13,South,electronics,Consumer,301.59,0.241,8,,4.8
ORD-101016,2024-07-20,North,Seasonal,Consumer,97.86,0.047,11,,2.3
ORD-101017,2024-08-01,East,Office Supplies,Consumer,203.17,0.006,9,-25.99,2.1
ORD-101018,2024-08-17,East,Electronics,Corporate,73.44,0.084,11,,2.8
ORD-101019,2024-07-13,West,electronics,Corporate,338.68,,1,63.35,3.8
ORD-101020,2024-03-08,  north,Office Supplies,Home Office,240.14,0.149,4,73.86,3.0
ORD-101021,2024-02-28,,Furniture,Consumer,231.5,0.112,4,110.99,1.3
ORD-101022,2024-06-23,Central,Electronics,Consumer,217.62,,10,57.39,3.5
ORD-101023,2024-04-12,North,Furniture,Consumer,311.41,0.043,2,20.89,1.0
ORD-101024,2024-09-10,South,electronics,Corporate,1165.48,0.167,11,23.89,3.4
ORD-101025,2024-10-21,  north,Electronics,Home Office,305.5,0.092,2,20.13,1.8
ORD-101026,2024-11-23,West,Office Supplies,Corporate,328.07,0.104,4,3.96,3.1
ORD-101027,2024-01-31,West,Electronics,Home Office,131.77,0.022,8,,1.0
ORD-101028,2024-02-03,  north,Office Supplies,Corporate,248.76,0.238,6,32.11,4.0
ORD-101029,2024-01-22,West,electronics,Corporate,156.56,0.067,6,49.33,4.7
ORD-101030,2024-08-02,South,Office Supplies,Corporate,372.06,0.05,11,-21.02,1.6
ORD-101031,2024-01-09,South,Office Supplies,Corporate,193.24,0.331,4,68.93,1.1
ORD-101032,2024-08-09,South,electronics,Home Office,196.97,0.17,1,60.99,2.4
ORD-101033,2024-04-20,North,Office Supplies,Home Office,405.52,0.182,3,90.83,2.4
ORD-101034,2024-12-18,East,Home & Kitchen,Corporate,208.72,0.119,2,83.66,1.1
ORD-101035,2024-08-31,Central,Office Supplies,Home Office,208.83,0.316,6,61.44,3.8
ORD-101036,2024-05-07,West,Electronics,Corporate,419.34,0.248,9,-0.02,4.5
ORD-101037,2024-05-16,West,Furniture,Corporate,216.15,0.315,3,56.31,2.5
ORD-101038,2024-05-19,West,Office Supplies,Home Office,,0.217,9,11.52,1.8
ORD-101039,2024-09-25,East,Furniture,Corporate,269.24,0.021,7,27.02,3.8
ORD-101040,2024-07-07,South,electronics,Home Office,290.49,0.225,7,,3.2
ORD-101041,2024-03-24,East,Electronics,Consumer,137.92,0.247,1,16.88,4.5
ORD-101042,2024-07-21,Central,Electronics,Home Office,177.4,0.22,5,35.66,2.3
ORD-101043,2024-03-12,Central,Furniture,Home Office,250.92,0.174,4,36.5,1.4
ORD-101044,2024-08-01,West,Seasonal,Consumer,201.95,0.14,9,,4.3
ORD-101045,2024-10-12,,Seasonal,Home Office,284.34,0.084,4,14.91,2.9
ORD-101046,2024-11-20,North,Home & Kitchen,Corporate,380.16,0.112,8,58.25,1.1
ORD-101047,2024-06-27,Central,Office Supplies,Home Office,231.8,0.08,3,,2.6
ORD-101048,2024-04-13,East,Office Supplies,Consumer,255.6,0.131,6,47.98,4.6
ORD-101049,2024-04-14,North,electronics,Consumer,159.41,0.235,4,72.17,1.8
ORD-101050,2024-01-28,South,Home & Kitchen,Corporate,130.02,0.286,4,23.76,3.0
ORD-101051,2024-08-22,Central,Furniture,Corporate,229.46,0.252,8,64.49,3.2
ORD-101052,2024-11-13,,Electronics,Corporate,198.17,0.31,1,131.08,2.2
ORD-101053,2024-07-09,West,Seasonal,Consumer,173.8,0.067,5,71.36,4.1
ORD-101054,2024-11-21,  north,Electronics,Corporate,304.52,0.28,3,29.86,1.1
ORD-101055,2024-09-02,  north,Furniture,Consumer,300.17,0.095,2,56.3,2.6
ORD-101056,2024-12-02,East,Seasonal,Corporate,234.2,0.005,8,50.75,1.8
ORD-101057,2024-01-23,West,Home & Kitchen,Home Office,237.07,0.284,8,89.48,4.2
ORD-101058,2024-07-10,East,Seasonal,Home Office,221.71,0.287,9,-3.27,1.6
ORD-101059,2024-12-10,West,Seasonal,Home Office,243.14,0.122,7,17.43,2.4
ORD-101060,2024-12-14,North,Office Supplies,Home Office,151.23,0.163,11,61.95,1.6
ORD-101061,2024-12-20,West,Electronics,Home Office,188.34,0.342,9,80.61,1.2
ORD-101062,2024-06-20,East,Seasonal,Corporate,255.72,0.079,9,46.64,4.7
ORD-101063,2024-11-23,South,Seasonal,Consumer,103.56,0.263,1,36.97,4.6
ORD-101064,2024-06-04,Central,Seasonal,Consumer,390.85,0.107,4,34.68,1.1
ORD-101065,2024-08-04,  north,electronics,Consumer,289.87,0.089,10,,2.2
ORD-101066,2024-09-08,West,Office Supplies,Corporate,208.35,0.215,1,58.3,2.0
ORD-101067,2024-12-16,North,electronics,Consumer,108.92,0.205,8,53.86,4.0
ORD-101068,2024-07-13,South,Home & Kitchen,Corporate,302.13,0.221,1,56.87,2.3
ORD-101069,2024-12-11,Central,electronics,Consumer,131.93,0.239,9,29.8,1.7
ORD-101070,2024-09-21,West,Office Supplies,Consumer,234.02,0.089,1,83.24,2.2
ORD-101071,2024-11-30,West,Electronics,Corporate,231.12,,3,57.61,1.9
ORD-101072,2024-03-25,  north,Home & Kitchen,Home Office,320.31,0.332,1,15.31,2.8
ORD-101073,2024-05-22,  north,electronics,Consumer,1106.85,0.037,2,79.54,1.3
ORD-101074,2024-01-13,Central,Furniture,Home Office,335.08,0.325,4,14.19,2.8
ORD-101075,2024-10-13,,Furniture,Consumer,327.32,0.065,5,44.37,1.5
ORD-101076,2024-01-05,South,Office Supplies,Consumer,246.4,0.233,8,40.71,4.2
ORD-101077,2024-02-06,South,Home & Kitchen,Consumer,284.13,0.222,2,76.55,2.9
ORD-101078,2024-05-14,West,Electronics,Corporate,281.0,0.219,7,44.26,1.1
ORD-101079,2024-11-10,Central,electronics,Home Office,162.62,0.262,11,-16.1,1.6
ORD-101080,2024-03-15,North,Office Supplies,Corporate,196.45,0.023,7,,2.1
ORD-101081,2024-08-28,West,Seasonal,Home Office,112.01,0.322,9,-26.38,4.7
ORD-101082,2024-09-21,North,Office Supplies,Home Office,157.11,0.171,5,17.91,4.7
ORD-101083,2024-06-05,East,Home & Kitchen,Home Office,325.88,0.084,7,16.46,2.1
ORD-101084,2024-04-07,East,Seasonal,Home Office,152.69,0.281,9,19.26,2.3
ORD-101085,2024-11-20,South,Seasonal,Corporate,281.4,0.224,6,7.18,2.0
ORD-101086,2024-07-11,West,Electronics,Consumer,186.74,0.212,4,47.34,4.2
ORD-101087,2024-05-16,,electronics,Home Office,247.17,0.179,8,80.05,3.4
ORD-101088,2024-02-05,Central,Home & Kitchen,Corporate,171.74,0.28,3,49.39,4.1
ORD-101089,2024-11-15,East,electronics,Consumer,358.86,0.003,4,24.44,1.9
ORD-101090,2024-04-22,West,Furniture,Home Office,143.8,0.008,10,14.64,1.1
ORD-101091,2024-07-27,West,Home & Kitchen,Consumer,305.57,0.044,3,78.02,4.7
ORD-101092,2024-04-28,North,electronics,Home Office,248.83,0.297,8,47.35,2.8
ORD-101093,2024-09-08,Central,Office Supplies,Corporate,244.64,0.095,1,15.51,3.0
ORD-101094,2024-07-12,West,Furniture,Consumer,135.87,0.21,6,6.96,2.4
ORD-101095,2024-10-15,  north,Electronics,Corporate,230.85,0.336,1,91.98,2.6
ORD-101096,2024-04-27,East,electronics,Consumer,205.89,0.031,3,69.28,1.9
ORD-101097,2024-04-27,South,Electronics,Home Office,167.06,0.134,9,,1.2
ORD-101098,2024-04-27,South,Home & Kitchen,Consumer,412.97,0.097,4,78.23,4.5
ORD-101099,2024-08-28,South,Furniture,Consumer,174.39,0.259,4,18.05,3.4
ORD-101100,2024-07-07,South,Home & Kitchen,Consumer,371.91,0.273,4,69.04,4.1
ORD-101101,2024-03-26,,Furniture,Consumer,227.57,0.313,4,61.39,4.4
ORD-101102,2024-11-23,North,Electronics,Corporate,302.78,0.038,3,11.18,1.0
ORD-101103,2024-11-27,East,Home & Kitchen,Home Office,111.06,0.141,7,58.11,4.0
ORD-101104,2024-07-07,North,Home & Kitchen,Corporate,169.01,0.072,7,40.49,2.5
ORD-101105,2024-10-29,  north,Furniture,Home Office,,0.223,5,63.6,2.6
ORD-101106,2024-04-14,West,Electronics,Consumer,357.61,0.25,3,95.25,4.6
ORD-101107,2024-11-02,Central,Home & Kitchen,Corporate,309.21,0.229,1,33.29,4.7
ORD-101108,2024-03-15,Central,Office Supplies,Consumer,312.0,0.058,1,19.81,3.0
ORD-101109,2024-07-07,,Home & Kitchen,Home Office,197.48,0.121,2,23.85,4.5
ORD-101110,2024-03-19,West,Office Supplies,Home Office,254.55,0.262,8,13.07,3.9
ORD-101111,2024-01-23,South,Furniture,Corporate,220.55,0.097,10,32.44,1.8
ORD-101112,2024-03-24,East,Seasonal,Corporate,300.7,0.074,2,-14.19,1.9
ORD-101113,2024-07-09,East,Home & Kitchen,Home Office,291.46,0.284,9,35.82,4.6
ORD-101114,2024-12-15,Central,Furniture,Consumer,278.21,0.292,1,20.29,2.7
ORD-101115,2024-05-11,South,Home & Kitchen,Consumer,223.63,0.018,4,115.46,4.5
ORD-101116,2024-10-17,North,Furniture,Consumer,251.38,0.144,10,110.12,2.9
ORD-101117,2024-08-30,East,Office Supplies,Consumer,276.69,0.285,5,40.17,1.9
ORD-101118,2024-11-08,East,Furniture,Home Office,317.5,0.297,6,20.96,3.4
ORD-101119,2024-12-23,North,Electronics,Corporate,272.26,0.15,3,33.99,1.1
ORD-101120,2024-03-25,East,Electronics,Consumer,210.34,0.233,10,100.84,1.3
ORD-101121,2024-05-16,Central,Home & Kitchen,Consumer,251.6,0.288,10,45.15,2.1
ORD-101122,2024-12-18,West,Office Supplies,Home Office,350.25,0.034,3,61.25,3.8
ORD-101123,2024-04-30,East,Seasonal,Corporate,277.88,0.14,4,18.72,2.0
ORD-101124,2024-03-17,East,Office Supplies,Home Office,277.61,0.038,6,59.01,3.3
ORD-101125,2024-12-29,West,Seasonal,Consumer,233.26,0.193,6,13.55,1.6
ORD-101126,2024-07-22,East,electronics,Consumer,2154.2,0.174,6,55.35,4.0
ORD-101127,2024-03-25,West,Electronics,Corporate,218.98,0.064,6,2.6,1.6
ORD-101128,2024-01-05,  north,Office Supplies,Home Office,294.27,0.252,6,30.22,2.3
ORD-101129,2024-09-15,West,Home & Kitchen,Home Office,358.84,0.238,10,76.49,4.7
ORD-101130,2024-08-21,,Office Supplies,Consumer,295.09,0.207,7,93.55,3.4
ORD-101131,2024-06-10,South,electronics,Corporate,278.12,0.31,5,42.65,4.6
ORD-101132,2024-04-23,West,Furniture,Corporate,338.24,0.001,1,0.74,2.7
ORD-101133,2024-11-23,Central,Seasonal,Consumer,389.23,0.146,8,31.12,5.0
ORD-101134,2024-06-17,  north,Furniture,Consumer,276.82,0.346,11,87.98,2.7
ORD-101135,2024-05-29,West,Furniture,Corporate,221.47,0.256,4,64.82,3.9
ORD-101136,2024-03-20,North,Furniture,Consumer,162.26,0.224,5,84.05,4.9
ORD-101137,2024-12-08,North,Office Supplies,Consumer,316.34,0.163,6,66.48,1.7
ORD-101138,2024-02-14,South,Furniture,Corporate,,0.282,3,9.69,3.1
ORD-101139,2024-08-09,Central,electronics,Consumer,230.5,0.119,3,26.69,1.8
ORD-101140,2024-09-10,West,electronics,Corporate,160.46,0.079,11,5.69,2.5
ORD-101141,2024-06-22,North,Office Supplies,Corporate,267.62,0.233,2,,1.5
ORD-101142,2024-06-23,North,Seasonal,Corporate,329.89,0.194,4,65.63,2.2
ORD-101143,2024-05-12,South,Office Supplies,Corporate,279.21,0.337,7,22.52,4.9
ORD-101144,2024-04-04,South,Home & Kitchen,Home Office,325.15,0.009,10,40.56,4.4
ORD-101145,2024-02-10,East,Office Supplies,Home Office,226.76,0.064,9,55.2,4.7
ORD-101146,2024-02-21,North,Office Supplies,Corporate,360.87,0.317,2,67.74,3.6
ORD-101147,2024-08-28,West,Home & Kitchen,Consumer,246.88,0.037,5,54.74,1.6
ORD-101148,2024-02-23,North,electronics,Consumer,407.79,0.321,3,21.42,1.7
ORD-101149,2024-04-06,South,Electronics,Corporate,404.04,0.183,4,,3.5
ORD-101150,2024-05-17,North,Seasonal,Corporate,135.85,0.144,5,81.13,3.6
ORD-101151,2024-11-24,  north,Furniture,Consumer,29.24,0.045,1,46.21,1.9
ORD-101152,2024-01-02,  north,Electronics,Home Office,250.0,0.097,1,54.26,2.7
ORD-101153,2024-07-12,  north,Office Supplies,Corporate,202.71,0.129,11,72.42,1.8
ORD-101154,2024-05-20,East,Electronics,Corporate,214.0,0.232,8,29.68,1.6
ORD-101155,2024-05-25,West,Electronics,Corporate,279.7,0.039,9,-10.72,1.3
ORD-101156,2024-05-18,South,electronics,Consumer,184.77,0.294,1,52.2,4.1
ORD-101157,2024-07-08,  north,Electronics,Corporate,201.77,0.051,11,21.62,3.1
ORD-101158,2024-05-05,  north,Home & Kitchen,Home Office,219.95,0.315,10,73.35,4.2
ORD-101159,2024-10-10,East,Electronics,Corporate,200.04,0.007,4,41.44,1.7
ORD-101160,2024-11-04,East,Electronics,Corporate,236.07,0.07,8,-2.64,3.5
ORD-101161,2024-08-08,North,Seasonal,Consumer,304.7,0.186,2,28.09,3.3
ORD-101162,2024-10-07,South,Furniture,Home Office,1923.62,0.036,4,68.4,1.9
ORD-101163,2024-04-17,South,Home & Kitchen,Consumer,300.53,0.225,2,58.2,4.2
ORD-101164,2024-12-02,  north,Electronics,Corporate,275.35,0.241,4,,4.2
ORD-101165,2024-07-01,Central,Seasonal,Consumer,277.93,0.0,1,36.05,4.0
ORD-101166,2024-04-01,South,Furniture,Consumer,353.42,0.082,5,40.28,2.8
ORD-101167,2024-06-02,West,Furniture,Home Office,219.85,0.071,2,26.77,4.3
ORD-101168,2024-02-13,South,Electronics,Consumer,292.16,0.295,7,69.6,1.4
ORD-101169,2024-10-29,Central,Office Supplies,Corporate,269.03,0.237,3,99.44,4.3
ORD-101170,2024-06-10,South,Seasonal,Consumer,152.44,0.293,4,20.38,2.6
ORD-101171,2024-04-27,Central,Electronics,Home Office,179.72,0.243,8,71.18,2.6
ORD-101172,2024-05-03,Central,Home & Kitchen,Home Office,175.54,0.307,2,6.74,2.0
ORD-101173,2024-08-06,South,Furniture,Consumer,181.08,0.048,11,36.19,1.4
ORD-101174,2024-12-14,East,Electronics,Consumer,301.77,0.266,1,70.97,4.1
ORD-101175,2024-11-22,North,Seasonal,Consumer,269.41,0.058,8,-0.39,4.8
ORD-101176,2024-03-17,East,electronics,Home Office,364.14,0.262,2,75.39,4.2
ORD-101177,2024-10-03,West,Home & Kitchen,Consumer,183.83,0.052,3,44.37,1.7
ORD-101178,2024-01-23,North,Seasonal,Corporate,257.84,0.178,4,9.73,2.5
ORD-101179,2024-07-30,East,Home & Kitchen,Consumer,227.47,0.132,6,35.21,2.5
ORD-101180,2024-08-28,,Furniture,Consumer,315.69,0.193,7,52.83,3.4
ORD-101181,2024-09-26,North,Electronics,Corporate,183.09,0.273,1,23.1,4.7
ORD-101182,2024-05-12,  north,Furniture,Home Office,290.46,0.258,8,27.84,3.0
ORD-101183,2024-03-20,South,Seasonal,Corporate,337.39,0.022,10,29.8,3.7
ORD-101184,2024-08-02,South,Office Supplies,Home Office,235.4,0.104,9,8.98,2.7
ORD-101185,2024-11-19,East,Office Supplies,Corporate,411.58,0.137,1,,1.7
ORD-101186,2024-01-12,West,electronics,Corporate,280.75,0.067,7,-1.54,4.2
ORD-101187,2024-02-25,Central,Seasonal,Home Office,312.59,0.008,9,17.72,1.7
ORD-101188,2024-01-20,  north,Electronics,Corporate,321.36,0.022,4,42.01,1.8
ORD-101189,2024-03-03,South,Furniture,Consumer,294.69,0.205,2,122.56,1.4
ORD-101190,2024-10-30,  north,Furniture,Corporate,170.84,0.212,4,23.47,1.5
ORD-101191,2024-09-15,East,electronics,Consumer,354.03,0.029,8,,4.8
ORD-101192,2024-01-14,North,Home & Kitchen,Consumer,337.5,0.319,6,,4.1
ORD-101193,2024-12-25,  north,Office Supplies,Home Office,281.91,0.132,2,55.16,4.8
ORD-101194,2024-01-30,Central,Electronics,Consumer,399.33,0.213,9,8.43,3.6
ORD-101195,2024-03-12,West,Furniture,Consumer,215.78,0.12,3,38.46,4.8
ORD-101196,2024-01-19,  north,Office Supplies,Consumer,175.52,0.146,9,22.89,3.1
ORD-101197,2024-08-07,  north,Electronics,Home Office,,0.083,2,41.77,1.5
ORD-101198,2024-07-18,Central,Electronics,Consumer,1457.4,0.182,7,82.8,1.6
ORD-101199,2024-07-01,,electronics,Home Office,182.4,0.077,9,52.26,1.7
ORD-101200,2024-09-25,East,Seasonal,Consumer,167.07,0.316,2,29.88,2.0
ORD-101201,2024-12-07,  north,Home & Kitchen,Consumer,256.34,0.104,7,43.19,1.2
ORD-101202,2024-11-06,Central,Office Supplies,Home Office,257.9,0.158,10,73.9,3.8
ORD-101203,2024-03-25,Central,Seasonal,Home Office,,0.347,10,21.75,4.8
ORD-101204,2024-11-03,  north,Seasonal,Corporate,151.63,0.291,2,65.06,4.6
ORD-101205,2024-02-22,Central,Office Supplies,Home Office,222.04,0.087,10,80.63,4.2
ORD-101206,2024-03-13,West,electronics,Home Office,373.17,0.282,9,-13.15,4.8
ORD-101207,2024-01-16,South,Seasonal,Consumer,2410.83,0.16,5,59.12,3.2
ORD-101208,2024-09-23,Central,Electronics,Corporate,307.54,0.318,1,44.28,4.6
ORD-101209,2024-10-08,South,electronics,Home Office,411.91,0.214,6,29.42,3.2
ORD-101210,2024-04-20,,electronics,Corporate,321.17,0.121,2,80.14,3.7
ORD-101211,2024-05-08,East,electronics,Home Office,232.34,0.343,3,29.52,2.0
ORD-101212,2024-09-01,North,Electronics,Home Office,269.79,0.01,9,,2.7
ORD-101213,2024-02-08,South,Home & Kitchen,Corporate,121.29,0.267,1,84.59,1.2
ORD-101214,2024-06-13,,electronics,Consumer,339.64,0.212,11,59.85,3.1
ORD-101215,2024-05-18,,electronics,Corporate,385.43,0.129,8,,3.4
ORD-101216,2024-03-07,East,Electronics,Home Office,228.58,0.267,2,51.58,4.0
ORD-101217,2024-11-04,East,Electronics,Corporate,138.03,0.056,9,,3.7
ORD-101218,2024-07-02,South,Furniture,Corporate,232.96,0.046,7,124.3,1.4
ORD-101219,2024-01-01,South,electronics,Consumer,1804.44,0.036,9,41.62,4.9
ORD-101220,2024-12-07,East,Office Supplies,Home Office,212.9,0.067,1,75.68,3.9
ORD-101221,2024-05-25,South,electronics,Consumer,2508.17,0.286,11,,2.0
ORD-101222,2024-03-28,North,Electronics,Consumer,322.43,0.277,11,65.16,1.4
ORD-101223,2024-08-02,Central,Office Supplies,Home Office,101.9,0.091,8,47.94,4.1
ORD-101224,2024-02-28,South,Home & Kitchen,Home Office,216.78,0.288,6,15.3,2.6
ORD-101225,2024-11-21,  north,Electronics,Corporate,194.97,0.246,8,78.22,3.8
ORD-101226,2024-07-05,West,Home & Kitchen,Consumer,95.45,0.051,2,85.64,3.6
ORD-101227,2024-07-06,,Office Supplies,Home Office,277.15,0.138,8,63.78,4.7
ORD-101228,2024-10-19,Central,electronics,Corporate,218.45,0.328,10,16.82,4.8
ORD-101229,2024-01-09,South,Electronics,Corporate,157.49,0.19,1,31.89,4.8
ORD-101230,2024-05-29,East,Home & Kitchen,Corporate,229.33,0.251,10,24.75,3.0
ORD-101231,2024-01-19,West,Electronics,Corporate,170.68,0.16,3,13.52,1.9
ORD-101232,2024-08-19,North,Home & Kitchen,Consumer,166.15,0.065,11,36.09,3.7
ORD-101233,2024-09-11,South,Furniture,Corporate,143.37,0.201,9,54.89,3.3
ORD-101234,2024-12-15,South,Office Supplies,Consumer,116.93,0.0,5,46.91,4.5
ORD-101235,2024-01-20,,Electronics,Consumer,166.84,0.116,5,-6.67,4.6
ORD-101236,2024-07-20,East,Home & Kitchen,Corporate,309.5,0.183,3,89.41,3.6
ORD-101237,2024-04-09,Central,Electronics,Corporate,221.51,0.137,7,33.04,1.7
ORD-101238,2024-06-24,Central,Furniture,Corporate,356.05,0.346,10,66.74,1.9
ORD-101239,2024-02-24,West,Office Supplies,Corporate,224.97,0.301,1,19.14,4.8
